web_name,team,position,form,value,now_cost,predicted_value,projection,Z Score,total_rank
Gardner-Hickman,West Brom,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Jordao,Wolves,Midfielder,0.0,0.0,4.3,0.0,0.0,-4.623625483276127,251.5
Özil,Arsenal,Midfielder,0.0,0.0,6.7,0.0,0.0,-4.623625483276127,251.5
Jenkins,Leeds,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Boufal,Southampton,Midfielder,0.0,0.0,5.4,0.0,0.0,-4.623625483276127,251.5
Silva,Leicester,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Seri,Fulham,Midfielder,0.0,0.0,4.6,0.0,0.0,-4.623625483276127,251.5
Knockaert,Fulham,Midfielder,0.0,0.0,5.0,0.0,0.0,-4.623625483276127,251.5
Johansen,Fulham,Midfielder,0.0,0.0,4.7,0.0,0.0,-4.623625483276127,251.5
McDonald,Fulham,Midfielder,0.0,0.0,4.7,0.0,0.0,-4.623625483276127,251.5
Price,Everton,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Onyango,Everton,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Rak-Sakyi,Crystal Palace,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Pierrick,Crystal Palace,Midfielder,0.0,0.0,4.3,0.0,0.0,-4.623625483276127,251.5
Meyer,Crystal Palace,Midfielder,0.0,0.0,4.7,0.0,0.0,-4.623625483276127,251.5
Anjorin,Chelsea,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Mancini,Burnley,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
James,Leicester,Midfielder,0.0,0.0,4.3,0.0,0.0,-4.623625483276127,251.5
Goodridge,Burnley,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Weir,Brighton,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Sanders,Brighton,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Jenks,Brighton,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Mooy,Brighton,Midfielder,0.0,0.0,5.0,0.0,0.0,-4.623625483276127,251.5
Philogene-Bidace,Aston Villa,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Chukwuemeka,Aston Villa,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Hayden,Aston Villa,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Jota,Aston Villa,Midfielder,0.0,0.0,5.9,0.0,0.0,-4.623625483276127,251.5
Lansbury,Aston Villa,Midfielder,0.0,0.0,4.3,0.0,0.0,-4.623625483276127,251.5
Azeez,Arsenal,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Guendouzi,Arsenal,Midfielder,0.0,0.0,4.7,0.0,0.0,-4.623625483276127,251.5
Torreira,Arsenal,Midfielder,0.0,0.0,4.7,0.0,0.0,-4.623625483276127,251.5
Caicedo,Brighton,Midfielder,0.0,0.0,5.0,0.0,0.0,-4.623625483276127,251.5
Sims,Southampton,Midfielder,0.0,0.0,4.3,0.0,0.0,-4.623625483276127,251.5
Flynn,Leicester,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Maswanhise,Leicester,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Maguire,Sheffield Utd,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Brunt,Sheffield Utd,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Freeman,Sheffield Utd,Midfielder,0.0,0.0,5.0,0.0,0.0,-4.623625483276127,251.5
Aarons,Newcastle,Midfielder,0.0,0.0,4.8,0.0,0.0,-4.623625483276127,251.5
Atsu,Newcastle,Midfielder,0.0,0.0,5.2,0.0,0.0,-4.623625483276127,251.5
Pellistri,Man Utd,Midfielder,0.0,0.0,5.2,0.0,0.0,-4.623625483276127,251.5
Garner,Man Utd,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Chong,Man Utd,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Pereira,Man Utd,Midfielder,0.0,0.0,4.8,0.0,0.0,-4.623625483276127,251.5
Gomes,Man City,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Nmecha,Man City,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Suengchitthawon,Leicester,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Palmer,Man City,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Doyle,Man City,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Woodburn,Liverpool,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Cain,Liverpool,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Clarkson,Liverpool,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Elliott,Liverpool,Midfielder,0.0,0.0,4.3,0.0,0.0,-4.623625483276127,251.5
Harry Wilson,Liverpool,Midfielder,0.0,0.0,5.1,0.0,0.0,-4.623625483276127,251.5
Summerville,Leeds,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Perry,Wolves,Midfielder,0.0,0.0,4.4,0.0,0.0,-4.623625483276127,251.5
Bogusz,Leeds,Midfielder,0.0,0.0,4.3,0.0,0.0,-4.623625483276127,251.5
Stevens,Leeds,Midfielder,0.0,0.0,4.3,0.0,0.0,-4.623625483276127,251.5
Grot,Leeds,Midfielder,0.0,0.0,4.7,0.0,0.0,-4.623625483276127,251.5
Forshaw,Leeds,Midfielder,0.0,0.0,4.8,0.0,0.0,-4.623625483276127,251.5
Bernabé,Man City,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Cundle,Wolves,Midfielder,0.0,0.0,4.5,0.0,0.0,-4.623625483276127,251.5
Jankewitz,Southampton,Midfielder,0.0,-0.2222222222222222,4.5,-0.13964382500967837,-0.6283972125435526,-4.7086074918620895,288.0
